tx_id,exp_date,dept_id,vendor_name,amount,description,month,anomaly_score,anomaly_status
7795,2021-01-21,5,Vendor_85,11837.04,Standard operational expense,1,1,Normal
7796,2019-11-10,7,Vendor_85,11827.68,Standard operational expense,11,1,Normal
7797,2024-06-24,1,Vendor_89,10599.13,Standard operational expense,6,1,Normal
7798,2022-04-30,5,Vendor_95,6845.0,Standard operational expense,4,1,Normal
7799,2022-05-06,2,Vendor_56,13954.65,Standard operational expense,5,1,Normal
7800,2024-03-19,2,Vendor_90,2873.34,Standard operational expense,3,1,Normal
7801,2018-01-19,2,Vendor_43,12004.76,Standard operational expense,1,1,Normal
7802,2019-02-19,4,Vendor_28,3333.27,Standard operational expense,2,1,Normal
7803,2021-04-28,4,Vendor_9,3537.37,Standard operational expense,4,1,Normal
7804,2019-10-12,5,Vendor_15,535.04,Standard operational expense,10,1,Normal
7805,2024-12-15,6,Vendor_40,1021.05,Standard operational expense,12,1,Normal
7806,2022-06-15,3,Vendor_44,13303.19,Standard operational expense,6,1,Normal
7807,2024-11-20,6,Vendor_73,36341.04,Emergency Year-end Fund Utilization,11,1,Normal
7808,2020-01-01,7,Vendor_33,13073.72,Standard operational expense,1,1,Normal
7809,2022-10-20,6,Vendor_44,53605.740000000005,Emergency Year-end Fund Utilization,10,1,Normal
7810,2024-01-02,7,Vendor_11,10074.5,Standard operational expense,1,1,Normal
7811,2022-05-19,4,Vendor_63,4303.28,Standard operational expense,5,1,Normal
7812,2020-11-27,6,Vendor_2,9748.3,Standard operational expense,11,1,Normal
7813,2021-03-09,8,Vendor_80,11807.98,Standard operational expense,3,1,Normal
7814,2021-04-23,7,Vendor_36,3445.36,Standard operational expense,4,1,Normal
7815,2022-07-26,3,Vendor_82,6557.79,Standard operational expense,7,1,Normal
7816,2023-02-26,5,Vendor_15,5272.9,Standard operational expense,2,1,Normal
7817,2023-06-18,3,Vendor_87,3890.39,Standard operational expense,6,1,Normal
7818,2024-10-01,6,Vendor_83,59247.12,Emergency Year-end Fund Utilization,10,1,Normal
7819,2024-06-21,5,Vendor_23,296.38,Standard operational expense,6,1,Normal
7820,2020-10-05,8,Vendor_70,6917.3,Standard operational expense,10,1,Normal
7821,2019-02-11,7,Vendor_24,14278.26,Standard operational expense,2,1,Normal
7822,2019-05-07,1,Vendor_77,9765.38,Standard operational expense,5,1,Normal
7823,2023-12-19,5,Vendor_90,11573.17,Standard operational expense,12,1,Normal
7824,2024-12-20,5,Vendor_98,171.02,Standard operational expense,12,1,Normal
7825,2024-05-07,8,Vendor_88,5319.8,Standard operational expense,5,1,Normal
7826,2022-11-15,4,Vendor_37,13867.44,Standard operational expense,11,1,Normal
7827,2020-06-18,7,Vendor_79,12610.12,Standard operational expense,6,1,Normal
7828,2019-11-28,6,Vendor_76,10662.95,Standard operational expense,11,1,Normal
7829,2021-05-19,2,Vendor_55,8287.17,Standard operational expense,5,1,Normal
7830,2020-09-15,5,Vendor_75,5988.35,Standard operational expense,9,1,Normal
7831,2020-01-24,2,Vendor_23,10608.86,Standard operational expense,1,1,Normal
7832,2019-11-17,6,Vendor_11,80399.81999999999,Emergency Year-end Fund Utilization,11,-1,Anomaly
7833,2020-04-13,5,Vendor_49,9061.85,Standard operational expense,4,1,Normal
7834,2022-12-12,8,Vendor_61,14636.93,Standard operational expense,12,1,Normal
7835,2018-07-05,7,Vendor_86,676.18,Standard operational expense,7,1,Normal
7836,2018-09-03,5,Vendor_42,6491.42,Standard operational expense,9,1,Normal
7837,2018-10-12,4,Vendor_44,7659.72,Standard operational expense,10,1,Normal
7838,2020-06-19,4,Vendor_53,2738.74,Standard operational expense,6,1,Normal
7839,2024-10-19,6,Vendor_2,12030.3,Standard operational expense,10,1,Normal
7840,2020-10-17,6,Vendor_77,84347.1,Emergency Year-end Fund Utilization,10,-1,Anomaly
7841,2019-12-31,3,Vendor_92,2598.69,Standard operational expense,12,1,Normal
7842,2018-04-15,7,Vendor_72,2412.58,Standard operational expense,4,1,Normal
7843,2019-05-24,3,Vendor_47,12484.7,Standard operational expense,5,1,Normal
7844,2020-05-28,3,Vendor_64,13841.04,Standard operational expense,5,1,Normal
7845,2018-11-16,4,Vendor_36,9003.41,Standard operational expense,11,1,Normal
7846,2023-09-08,3,Vendor_85,6466.93,Standard operational expense,9,1,Normal
7847,2020-02-02,8,Vendor_81,12185.59,Standard operational expense,2,1,Normal
7848,2024-11-03,1,Vendor_74,7164.84,Standard operational expense,11,1,Normal
7849,2020-12-12,1,Vendor_72,2449.84,Standard operational expense,12,1,Normal
7850,2019-11-05,5,Vendor_49,3347.53,Standard operational expense,11,1,Normal
7851,2020-06-14,2,Vendor_25,5353.72,Standard operational expense,6,1,Normal
7852,2019-11-07,2,Vendor_49,887.29,Standard operational expense,11,1,Normal
7853,2018-05-27,3,Vendor_51,4410.63,Standard operational expense,5,1,Normal
7854,2019-05-10,1,Vendor_74,3400.36,Standard operational expense,5,1,Normal
7855,2021-02-17,5,Vendor_55,2982.11,Standard operational expense,2,1,Normal
7856,2018-11-27,3,Vendor_48,221.62,Standard operational expense,11,1,Normal
7857,2021-11-01,8,Vendor_14,7545.42,Standard operational expense,11,1,Normal
7858,2022-10-17,2,Vendor_54,3785.34,Standard operational expense,10,1,Normal
7859,2024-05-09,5,Vendor_9,14913.07,Standard operational expense,5,1,Normal
7860,2018-04-24,4,Vendor_21,3383.51,Standard operational expense,4,1,Normal
7861,2022-10-10,1,Vendor_63,853.94,Standard operational expense,10,1,Normal
7862,2020-09-01,2,Vendor_92,2168.37,Standard operational expense,9,1,Normal
7863,2019-11-13,6,Vendor_38,58026.72,Emergency Year-end Fund Utilization,11,1,Normal
7864,2024-05-25,3,Vendor_15,5613.92,Standard operational expense,5,1,Normal
7865,2018-04-18,5,Vendor_68,14423.39,Standard operational expense,4,1,Normal
7866,2020-03-03,8,Vendor_25,964.09,Standard operational expense,3,1,Normal
7867,2018-10-16,4,Vendor_43,378.46,Standard operational expense,10,1,Normal
7868,2021-02-23,1,Vendor_69,2763.5,Standard operational expense,2,1,Normal
7869,2024-02-10,2,Vendor_41,12724.6,Standard operational expense,2,1,Normal
7870,2023-10-19,6,Vendor_39,9278.7,Emergency Year-end Fund Utilization,10,1,Normal
7871,2021-05-16,8,Vendor_74,7575.9,Standard operational expense,5,1,Normal
7872,2020-08-11,5,Vendor_62,3853.91,Standard operational expense,8,1,Normal
7873,2018-10-28,3,Vendor_14,9920.81,Standard operational expense,10,1,Normal
7874,2023-11-24,2,Vendor_51,6983.03,Standard operational expense,11,1,Normal
7875,2022-10-05,3,Vendor_88,1859.08,Standard operational expense,10,1,Normal
7876,2024-06-26,4,Vendor_14,8332.54,Standard operational expense,6,1,Normal
7877,2018-06-09,8,Vendor_17,3751.34,Standard operational expense,6,1,Normal
7878,2024-04-07,8,Vendor_15,14842.84,Standard operational expense,4,1,Normal
7879,2020-05-14,7,Vendor_71,8916.04,Standard operational expense,5,1,Normal
7880,2020-05-14,1,Vendor_16,9623.41,Standard operational expense,5,1,Normal
7881,2018-11-30,3,Vendor_51,2646.36,Standard operational expense,11,1,Normal
7882,2024-12-14,6,Vendor_99,59805.18000000001,Emergency Year-end Fund Utilization,12,1,Normal
7883,2022-08-17,7,Vendor_81,1765.12,Standard operational expense,8,1,Normal
7884,2018-03-13,3,Vendor_15,13818.26,Standard operational expense,3,1,Normal
7885,2022-11-14,7,Vendor_30,10509.01,Standard operational expense,11,1,Normal
7886,2021-08-28,2,Vendor_52,5032.13,Standard operational expense,8,1,Normal
7887,2023-05-17,2,Vendor_3,4884.72,Standard operational expense,5,1,Normal
7888,2022-08-02,5,Vendor_19,6447.48,Standard operational expense,8,1,Normal
7889,2019-07-10,1,Vendor_3,13183.06,Standard operational expense,7,1,Normal
7890,2022-10-29,1,Vendor_38,7270.64,Standard operational expense,10,1,Normal
7891,2023-09-18,7,Vendor_13,2190.21,Standard operational expense,9,1,Normal
7892,2024-11-02,6,Vendor_72,61681.26,Emergency Year-end Fund Utilization,11,1,Normal
7893,2019-09-02,8,Vendor_36,4462.81,Standard operational expense,9,1,Normal
7894,2021-02-10,7,Vendor_59,8195.02,Standard operational expense,2,1,Normal
7895,2018-12-30,5,Vendor_1,2616.14,Standard operational expense,12,1,Normal
7896,2019-11-30,4,Vendor_56,12852.55,Standard operational expense,11,1,Normal
7897,2022-07-02,1,Vendor_98,6004.58,Standard operational expense,7,1,Normal
7898,2018-07-28,5,Vendor_25,7702.18,Standard operational expense,7,1,Normal
7899,2024-12-13,3,Vendor_90,6245.2,Standard operational expense,12,1,Normal
7900,2021-12-23,6,Vendor_82,5982.57,Standard operational expense,12,1,Normal
7901,2024-03-18,3,Vendor_92,8570.86,Standard operational expense,3,1,Normal
7902,2023-08-03,3,Vendor_33,9769.83,Standard operational expense,8,1,Normal
7903,2023-06-23,4,Vendor_38,3574.75,Standard operational expense,6,1,Normal
7904,2018-07-02,4,Vendor_29,5535.28,Standard operational expense,7,1,Normal
7905,2019-01-16,1,Vendor_48,1062.15,Standard operational expense,1,1,Normal
7906,2022-06-26,8,Vendor_36,269.46,Standard operational expense,6,1,Normal
7907,2020-12-29,1,Vendor_57,14952.48,Standard operational expense,12,1,Normal
7908,2022-08-04,1,Vendor_53,2830.47,Standard operational expense,8,1,Normal
7909,2018-02-05,5,Vendor_81,8545.32,Standard operational expense,2,1,Normal
7910,2020-11-26,3,Vendor_34,5916.67,Standard operational expense,11,1,Normal
7911,2023-11-17,6,Vendor_1,2551.74,Emergency Year-end Fund Utilization,11,1,Normal
7912,2018-07-18,2,Vendor_83,7303.55,Standard operational expense,7,1,Normal
7913,2018-08-29,2,Vendor_26,11525.0,Standard operational expense,8,1,Normal
7914,2022-10-29,3,Vendor_24,12282.4,Standard operational expense,10,1,Normal
7915,2024-08-11,5,Vendor_90,13831.73,Standard operational expense,8,1,Normal
7916,2022-03-22,3,Vendor_97,1259.0,Standard operational expense,3,1,Normal
7917,2024-10-29,5,Vendor_10,7365.25,Standard operational expense,10,1,Normal
7918,2022-03-12,8,Vendor_74,14033.24,Standard operational expense,3,1,Normal
7919,2023-09-29,2,Vendor_4,9847.27,Standard operational expense,9,1,Normal
7920,2024-08-29,3,Vendor_94,6257.44,Standard operational expense,8,1,Normal
7921,2019-04-19,8,Vendor_24,12952.72,Standard operational expense,4,1,Normal
7922,2021-04-08,5,Vendor_46,12316.52,Standard operational expense,4,1,Normal
7923,2022-08-25,7,Vendor_83,11106.83,Standard operational expense,8,1,Normal
7924,2023-04-05,4,Vendor_5,4858.64,Standard operational expense,4,1,Normal
7925,2022-06-04,8,Vendor_50,13678.49,Standard operational expense,6,1,Normal
7926,2024-04-25,4,Vendor_3,10618.18,Standard operational expense,4,1,Normal
7927,2023-10-30,7,Vendor_1,7101.1,Standard operational expense,10,1,Normal
7928,2019-02-16,3,Vendor_10,6992.61,Standard operational expense,2,1,Normal
7929,2024-11-07,7,Vendor_9,13396.42,Standard operational expense,11,1,Normal
7930,2018-08-20,3,Vendor_13,4842.45,Standard operational expense,8,1,Normal
7931,2022-11-08,6,Vendor_62,13513.23,Standard operational expense,11,1,Normal
7932,2018-11-14,7,Vendor_87,13043.38,Standard operational expense,11,1,Normal
7933,2019-12-17,6,Vendor_56,2087.76,Standard operational expense,12,1,Normal
7934,2021-02-07,1,Vendor_73,9804.97,Standard operational expense,2,1,Normal
7935,2018-07-21,5,Vendor_88,14621.88,Standard operational expense,7,1,Normal
7936,2019-02-23,3,Vendor_77,1633.01,Standard operational expense,2,1,Normal
7937,2023-02-22,1,Vendor_56,9490.72,Standard operational expense,2,1,Normal
7938,2019-01-29,1,Vendor_99,14223.62,Standard operational expense,1,1,Normal
7939,2019-09-24,1,Vendor_62,4994.63,Standard operational expense,9,1,Normal
7940,2022-08-21,8,Vendor_69,5836.96,Standard operational expense,8,1,Normal
7941,2021-02-21,4,Vendor_41,724.7,Standard operational expense,2,1,Normal
7942,2020-08-16,8,Vendor_47,2074.15,Standard operational expense,8,1,Normal
7943,2024-08-13,5,Vendor_8,13277.35,Standard operational expense,8,1,Normal
7944,2021-05-14,3,Vendor_84,6897.87,Standard operational expense,5,1,Normal
7945,2019-02-11,5,Vendor_46,5665.52,Standard operational expense,2,1,Normal
7946,2019-08-01,8,Vendor_65,3701.24,Standard operational expense,8,1,Normal
7947,2023-04-16,3,Vendor_55,11797.89,Standard operational expense,4,1,Normal
7948,2018-10-22,6,Vendor_48,53745.06,Emergency Year-end Fund Utilization,10,1,Normal
7949,2019-06-09,7,Vendor_67,4254.67,Standard operational expense,6,1,Normal
7950,2021-07-08,4,Vendor_81,2556.27,Standard operational expense,7,1,Normal
7951,2018-11-03,6,Vendor_96,39862.8,Emergency Year-end Fund Utilization,11,1,Normal
7952,2024-06-10,3,Vendor_77,873.02,Standard operational expense,6,1,Normal
7953,2019-09-15,2,Vendor_42,14983.95,Standard operational expense,9,1,Normal
7954,2021-06-06,4,Vendor_79,892.26,Standard operational expense,6,1,Normal
7955,2024-08-19,4,Vendor_86,11011.18,Standard operational expense,8,1,Normal
7956,2024-02-14,1,Vendor_80,3153.87,Standard operational expense,2,1,Normal
7957,2018-07-05,5,Vendor_75,10939.33,Standard operational expense,7,1,Normal
7958,2020-10-22,1,Vendor_95,13363.43,Standard operational expense,10,1,Normal
7959,2022-01-16,8,Vendor_69,2679.74,Standard operational expense,1,1,Normal
7960,2024-02-23,8,Vendor_63,5039.43,Standard operational expense,2,1,Normal
7961,2023-08-28,3,Vendor_99,13515.07,Standard operational expense,8,1,Normal
7962,2024-07-26,7,Vendor_5,1476.67,Standard operational expense,7,1,Normal
7963,2018-08-16,8,Vendor_80,9856.38,Standard operational expense,8,1,Normal
7964,2019-12-25,6,Vendor_49,4964.12,Standard operational expense,12,1,Normal
7965,2022-05-05,7,Vendor_38,4496.06,Standard operational expense,5,1,Normal
7966,2024-12-13,1,Vendor_99,5015.84,Standard operational expense,12,1,Normal
7967,2018-04-21,7,Vendor_50,168.55,Standard operational expense,4,1,Normal
7968,2023-04-26,7,Vendor_9,10116.88,Standard operational expense,4,1,Normal
7969,2020-03-26,4,Vendor_67,13413.46,Standard operational expense,3,1,Normal
7970,2023-08-05,4,Vendor_99,14516.04,Standard operational expense,8,1,Normal
7971,2020-06-14,2,Vendor_88,5640.01,Standard operational expense,6,1,Normal
7972,2020-05-22,3,Vendor_26,11648.96,Standard operational expense,5,1,Normal
7973,2021-12-01,1,Vendor_57,3543.86,Standard operational expense,12,1,Normal
7974,2020-07-07,2,Vendor_95,14811.67,Standard operational expense,7,1,Normal
7975,2020-01-17,4,Vendor_66,13717.36,Standard operational expense,1,1,Normal
7976,2018-11-19,6,Vendor_60,61381.740000000005,Emergency Year-end Fund Utilization,11,1,Normal
7977,2022-06-20,8,Vendor_12,4339.0,Standard operational expense,6,1,Normal
7978,2021-02-19,3,Vendor_67,14070.79,Standard operational expense,2,1,Normal
7979,2022-04-23,8,Vendor_40,6087.11,Standard operational expense,4,1,Normal
7980,2023-05-31,8,Vendor_45,1529.78,Standard operational expense,5,1,Normal
7981,2024-02-26,5,Vendor_13,5608.02,Standard operational expense,2,1,Normal
7982,2021-10-21,7,Vendor_71,9529.65,Standard operational expense,10,1,Normal
7983,2020-09-19,7,Vendor_44,5126.97,Standard operational expense,9,1,Normal
7984,2024-04-20,3,Vendor_78,1066.7,Standard operational expense,4,1,Normal
7985,2018-01-04,7,Vendor_88,4513.29,Standard operational expense,1,1,Normal
7986,2023-03-13,1,Vendor_41,2858.39,Standard operational expense,3,1,Normal
7987,2022-06-10,4,Vendor_25,11496.75,Standard operational expense,6,1,Normal
7988,2024-10-19,3,Vendor_67,14297.09,Standard operational expense,10,1,Normal
7989,2020-06-18,5,Vendor_32,406.66,Standard operational expense,6,1,Normal
7990,2022-06-11,8,Vendor_51,9727.34,Standard operational expense,6,1,Normal
7991,2024-07-18,8,Vendor_1,13738.4,Standard operational expense,7,1,Normal
7992,2020-11-08,5,Vendor_94,3536.23,Standard operational expense,11,1,Normal
7993,2018-03-22,7,Vendor_13,12386.18,Standard operational expense,3,1,Normal
7994,2021-11-20,6,Vendor_97,84135.42,Emergency Year-end Fund Utilization,11,-1,Anomaly
7995,2024-10-02,4,Vendor_78,8856.83,Standard operational expense,10,1,Normal
7996,2021-06-06,3,Vendor_61,9523.29,Standard operational expense,6,1,Normal
7997,2023-04-25,7,Vendor_99,14002.15,Standard operational expense,4,1,Normal
7998,2018-09-24,5,Vendor_83,14266.17,Standard operational expense,9,1,Normal
7999,2023-11-05,6,Vendor_41,74779.14,Emergency Year-end Fund Utilization,11,1,Normal
8000,2021-10-03,1,Vendor_53,12970.86,Standard operational expense,10,1,Normal
8001,2023-11-25,1,Vendor_32,6731.17,Standard operational expense,11,1,Normal
8002,2018-11-15,6,Vendor_57,57744.72,Emergency Year-end Fund Utilization,11,1,Normal
8003,2020-04-09,3,Vendor_93,7149.2,Standard operational expense,4,1,Normal
8004,2021-02-27,5,Vendor_8,12274.85,Standard operational expense,2,1,Normal
8005,2019-02-07,8,Vendor_32,10707.84,Standard operational expense,2,1,Normal
8006,2020-09-07,1,Vendor_81,5723.13,Standard operational expense,9,1,Normal
8007,2018-02-02,7,Vendor_89,6091.55,Standard operational expense,2,1,Normal
8008,2023-09-23,8,Vendor_43,1909.79,Standard operational expense,9,1,Normal
8009,2023-07-24,5,Vendor_91,3552.05,Standard operational expense,7,1,Normal
8010,2020-07-10,3,Vendor_3,14330.46,Standard operational expense,7,1,Normal
8011,2021-12-04,2,Vendor_66,10450.77,Standard operational expense,12,1,Normal
8012,2019-06-24,5,Vendor_44,7779.08,Standard operational expense,6,1,Normal
8013,2021-12-31,8,Vendor_72,7205.23,Standard operational expense,12,1,Normal
8014,2021-10-03,6,Vendor_96,88024.26,Emergency Year-end Fund Utilization,10,-1,Anomaly
8015,2020-11-02,5,Vendor_53,2840.05,Standard operational expense,11,1,Normal
8016,2020-02-20,1,Vendor_60,846.57,Standard operational expense,2,1,Normal
8017,2022-12-29,5,Vendor_93,5980.69,Standard operational expense,12,1,Normal
8018,2021-05-15,4,Vendor_69,3070.53,Standard operational expense,5,1,Normal
8019,2023-07-17,5,Vendor_19,12571.47,Standard operational expense,7,1,Normal
8020,2023-05-25,8,Vendor_1,1540.11,Standard operational expense,5,1,Normal
8021,2022-10-19,4,Vendor_70,13742.35,Standard operational expense,10,1,Normal
8022,2019-12-02,2,Vendor_61,13910.04,Standard operational expense,12,1,Normal
8023,2022-09-17,3,Vendor_99,4090.16,Standard operational expense,9,1,Normal
8024,2024-05-09,7,Vendor_46,14591.9,Standard operational expense,5,1,Normal
8025,2019-06-07,8,Vendor_39,10446.93,Standard operational expense,6,1,Normal
8026,2024-11-03,7,Vendor_75,2339.4,Standard operational expense,11,1,Normal
8027,2018-11-09,6,Vendor_22,9327.96,Emergency Year-end Fund Utilization,11,1,Normal
8028,2019-05-14,3,Vendor_25,4686.13,Standard operational expense,5,1,Normal
8029,2019-09-20,5,Vendor_68,6023.73,Standard operational expense,9,1,Normal
8030,2021-05-29,7,Vendor_87,6180.22,Standard operational expense,5,1,Normal
8031,2019-11-27,4,Vendor_46,5750.69,Standard operational expense,11,1,Normal
8032,2024-09-06,2,Vendor_61,5704.03,Standard operational expense,9,1,Normal
8033,2020-02-16,5,Vendor_49,13925.88,Standard operational expense,2,1,Normal
8034,2019-12-11,6,Vendor_82,46075.5,Emergency Year-end Fund Utilization,12,1,Normal
8035,2024-04-29,3,Vendor_56,3435.25,Standard operational expense,4,1,Normal
8036,2019-04-25,3,Vendor_5,13760.04,Standard operational expense,4,1,Normal
8037,2022-12-19,1,Vendor_68,8842.88,Standard operational expense,12,1,Normal
8038,2024-10-09,3,Vendor_23,4935.95,Standard operational expense,10,1,Normal
8039,2024-07-06,5,Vendor_5,1100.76,Standard operational expense,7,1,Normal
8040,2021-11-23,6,Vendor_88,4494.06,Emergency Year-end Fund Utilization,11,1,Normal
8041,2018-06-28,2,Vendor_47,8611.98,Standard operational expense,6,1,Normal
8042,2022-12-23,6,Vendor_62,3609.65,Standard operational expense,12,1,Normal
8043,2022-10-17,2,Vendor_82,12904.43,Standard operational expense,10,1,Normal
8044,2018-07-04,8,Vendor_78,5168.12,Standard operational expense,7,1,Normal
8045,2018-01-30,5,Vendor_37,858.91,Standard operational expense,1,1,Normal
8046,2021-11-23,6,Vendor_59,21782.04,Emergency Year-end Fund Utilization,11,1,Normal
8047,2023-09-07,2,Vendor_19,11055.19,Standard operational expense,9,1,Normal
8048,2019-11-14,3,Vendor_44,10324.75,Standard operational expense,11,1,Normal
8049,2023-12-01,2,Vendor_19,11468.97,Standard operational expense,12,1,Normal
8050,2023-02-19,5,Vendor_51,14627.12,Standard operational expense,2,1,Normal
8051,2020-10-07,5,Vendor_16,11836.36,Standard operational expense,10,1,Normal
8052,2018-06-12,4,Vendor_67,6499.43,Standard operational expense,6,1,Normal
8053,2022-11-03,5,Vendor_46,2966.51,Standard operational expense,11,1,Normal
8054,2021-08-24,4,Vendor_67,14396.0,Standard operational expense,8,1,Normal
8055,2020-04-21,7,Vendor_81,9418.35,Standard operational expense,4,1,Normal
8056,2019-05-04,8,Vendor_2,4656.22,Standard operational expense,5,1,Normal
8057,2022-10-10,6,Vendor_58,11692.98,Emergency Year-end Fund Utilization,10,1,Normal
8058,2023-02-04,2,Vendor_15,4723.0,Standard operational expense,2,1,Normal
8059,2018-09-29,7,Vendor_46,7788.16,Standard operational expense,9,1,Normal
8060,2022-09-23,4,Vendor_19,2918.66,Standard operational expense,9,1,Normal
8061,2019-09-13,7,Vendor_2,4573.71,Standard operational expense,9,1,Normal
8062,2022-07-13,7,Vendor_21,5739.23,Standard operational expense,7,1,Normal
8063,2018-09-12,8,Vendor_29,2848.89,Standard operational expense,9,1,Normal
8064,2024-11-19,3,Vendor_90,12427.8,Standard operational expense,11,1,Normal
8065,2020-12-27,3,Vendor_12,14693.44,Standard operational expense,12,1,Normal
8066,2020-04-10,2,Vendor_77,8763.18,Standard operational expense,4,1,Normal
8067,2021-08-10,5,Vendor_19,4034.7,Standard operational expense,8,1,Normal
8068,2019-07-01,8,Vendor_91,6364.54,Standard operational expense,7,1,Normal
8069,2020-02-05,4,Vendor_35,12617.69,Standard operational expense,2,1,Normal
8070,2018-11-04,7,Vendor_99,4550.86,Standard operational expense,11,1,Normal
8071,2023-08-31,1,Vendor_6,8806.85,Standard operational expense,8,1,Normal
8072,2018-08-19,2,Vendor_89,8929.6,Standard operational expense,8,1,Normal
8073,2018-12-01,7,Vendor_50,2883.1,Standard operational expense,12,1,Normal
8074,2019-08-17,7,Vendor_15,10129.5,Standard operational expense,8,1,Normal
8075,2019-07-07,3,Vendor_3,10132.14,Standard operational expense,7,1,Normal
8076,2019-05-28,8,Vendor_94,5610.93,Standard operational expense,5,1,Normal
8077,2024-12-20,3,Vendor_65,4558.01,Standard operational expense,12,1,Normal
8078,2019-08-11,4,Vendor_79,12564.18,Standard operational expense,8,1,Normal
8079,2018-04-04,5,Vendor_99,10511.05,Standard operational expense,4,1,Normal
8080,2024-11-21,7,Vendor_44,4506.09,Standard operational expense,11,1,Normal
8081,2022-01-19,3,Vendor_62,5178.54,Standard operational expense,1,1,Normal
8082,2018-01-23,2,Vendor_33,9075.73,Standard operational expense,1,1,Normal
8083,2021-09-18,7,Vendor_60,10276.43,Standard operational expense,9,1,Normal
8084,2018-07-08,8,Vendor_95,2518.39,Standard operational expense,7,1,Normal
8085,2019-08-04,2,Vendor_89,4680.36,Standard operational expense,8,1,Normal
8086,2024-08-31,8,Vendor_81,12250.95,Standard operational expense,8,1,Normal
8087,2024-12-05,1,Vendor_46,4693.04,Standard operational expense,12,1,Normal
8088,2024-09-06,3,Vendor_60,4369.64,Standard operational expense,9,1,Normal
8089,2024-07-21,8,Vendor_47,8715.28,Standard operational expense,7,1,Normal
8090,2024-07-18,7,Vendor_41,13979.64,Standard operational expense,7,1,Normal
8091,2020-11-25,5,Vendor_60,3084.0,Standard operational expense,11,1,Normal
8092,2024-07-09,3,Vendor_30,1373.98,Standard operational expense,7,1,Normal
8093,2018-10-23,6,Vendor_75,14572.81,Standard operational expense,10,1,Normal
8094,2023-08-05,7,Vendor_56,14485.45,Standard operational expense,8,1,Normal
8095,2024-07-16,1,Vendor_65,579.29,Standard operational expense,7,1,Normal
8096,2023-11-15,6,Vendor_13,64243.62,Emergency Year-end Fund Utilization,11,1,Normal
8097,2019-05-12,5,Vendor_95,5996.79,Standard operational expense,5,1,Normal
8098,2021-11-23,2,Vendor_95,6575.69,Standard operational expense,11,1,Normal
8099,2018-07-13,3,Vendor_85,11453.24,Standard operational expense,7,1,Normal
8100,2018-02-28,7,Vendor_21,1391.2,Standard operational expense,2,1,Normal
8101,2023-05-23,8,Vendor_71,11742.66,Standard operational expense,5,1,Normal
8102,2021-09-07,5,Vendor_93,10546.14,Standard operational expense,9,1,Normal
8103,2020-05-25,7,Vendor_22,4305.84,Standard operational expense,5,1,Normal
8104,2018-12-02,1,Vendor_60,761.23,Standard operational expense,12,1,Normal
8105,2021-06-01,5,Vendor_67,9539.35,Standard operational expense,6,1,Normal
8106,2019-05-09,7,Vendor_69,2424.94,Standard operational expense,5,1,Normal
8107,2022-04-13,7,Vendor_31,13298.78,Standard operational expense,4,1,Normal
8108,2021-06-09,2,Vendor_54,5544.33,Standard operational expense,6,1,Normal
8109,2020-08-21,5,Vendor_23,9193.11,Standard operational expense,8,1,Normal
8110,2021-10-20,6,Vendor_54,11795.87,Standard operational expense,10,1,Normal
8111,2018-08-17,3,Vendor_54,3232.0,Standard operational expense,8,1,Normal
8112,2020-09-11,5,Vendor_58,3452.22,Standard operational expense,9,1,Normal
8113,2019-06-16,8,Vendor_93,4444.13,Standard operational expense,6,1,Normal
8114,2019-07-16,2,Vendor_74,8052.14,Standard operational expense,7,1,Normal
8115,2021-07-16,7,Vendor_8,12380.49,Standard operational expense,7,1,Normal
8116,2024-07-19,3,Vendor_21,3281.37,Standard operational expense,7,1,Normal
8117,2024-03-02,4,Vendor_57,5289.66,Standard operational expense,3,1,Normal
8118,2021-11-21,6,Vendor_97,1794.9,Emergency Year-end Fund Utilization,11,1,Normal
8119,2018-03-05,4,Vendor_11,9182.38,Standard operational expense,3,1,Normal
8120,2021-10-07,7,Vendor_93,2931.73,Standard operational expense,10,1,Normal
8121,2021-12-07,6,Vendor_83,86653.74,Emergency Year-end Fund Utilization,12,-1,Anomaly
8122,2021-11-13,3,Vendor_73,12220.47,Standard operational expense,11,1,Normal
8123,2021-11-02,7,Vendor_2,1871.03,Standard operational expense,11,1,Normal
8124,2019-05-07,2,Vendor_8,14611.18,Standard operational expense,5,1,Normal
8125,2023-06-01,7,Vendor_87,12900.49,Standard operational expense,6,1,Normal
8126,2021-09-13,5,Vendor_1,4896.01,Standard operational expense,9,1,Normal
8127,2022-12-05,6,Vendor_87,2122.62,Emergency Year-end Fund Utilization,12,1,Normal
8128,2023-09-11,5,Vendor_68,4854.07,Standard operational expense,9,1,Normal
8129,2023-03-21,4,Vendor_3,1429.4,Standard operational expense,3,1,Normal
8130,2019-10-18,6,Vendor_30,34392.24,Emergency Year-end Fund Utilization,10,1,Normal
8131,2024-11-08,2,Vendor_6,10834.98,Standard operational expense,11,1,Normal
8132,2022-12-21,3,Vendor_89,8062.38,Standard operational expense,12,1,Normal
8133,2024-01-13,5,Vendor_9,10095.44,Standard operational expense,1,1,Normal
8134,2020-11-29,5,Vendor_63,1996.26,Standard operational expense,11,1,Normal
8135,2024-12-23,5,Vendor_26,6374.17,Standard operational expense,12,1,Normal
8136,2021-12-18,3,Vendor_9,2521.04,Standard operational expense,12,1,Normal
8137,2023-05-06,3,Vendor_73,7329.29,Standard operational expense,5,1,Normal
